data/uf20-01.cnf.dat,40,18,8,348,1.461148,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,18,8,521,1.565746,,,,,,,,,,,,
data/uf20-011.cnf.dat,40,18,8,499,1.528645,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,18,8,510,1.088071,,,,,,,,,,,,
data/uf20-013.cnf.dat,40,18,8,284,0.88565,,,,,,,,,,,,
data/uf20-014.cnf.dat,40,18,8,509,9.745856999999999,,,,,,,,,,,,
data/uf20-015.cnf.dat,40,18,8,277,1.4702330000000001,,348,350,368,368,368,521,368,350,350,368,350
data/uf20-016.cnf.dat,40,18,8,544,1.188761,,521,559,521,561,561,521,559,561,561,559,561
data/uf20-017.cnf.dat,40,18,8,580,7.045185,,499,469,499,469,499,499,449,499,469,469,499
data/uf20-018.cnf.dat,40,18,8,611,1.383861,,510,510,510,510,503,510,510,510,510,428,510
data/uf20-019.cnf.dat,40,18,8,513,3.2878600000000002,,284,284,255,284,284,-10,284,284,284,-10,-10
data/uf20-02.cnf.dat,40,18,8,524,1.713664,,509,509,509,509,509,509,509,509,509,509,509
data/uf20-020.cnf.dat,40,18,8,363,0.957642,,277,554,554,554,554,554,554,277,554,554,277
data/uf20-03.cnf.dat,40,18,8,609,9.204147,,544,544,484,484,484,399,484,484,544,484,484
data/uf20-04.cnf.dat,40,18,8,429,7.7272099999999995,,580,488,580,488,561,561,580,561,561,580,561
data/uf20-05.cnf.dat,40,18,8,469,1.414868,,611,611,611,611,611,611,-10,611,-10,611,611
data/uf20-06.cnf.dat,40,18,8,527,1.30977,,513,513,513,513,513,513,513,513,513,513,513
data/uf20-07.cnf.dat,40,18,8,590,1.215518,,524,524,524,524,524,524,524,524,524,524,524
data/uf20-08.cnf.dat,40,18,8,302,4.287952000000001,,363,363,363,363,363,363,363,363,363,363,363
data/uf20-09.cnf.dat,40,18,8,-10,22.385557000000002,,609,609,-10,609,609,-10,609,-10,609,609,609
data/uf20-01.cnf.dat,40,18,12,350,1.4810820000000002,,429,429,429,429,-20,429,429,429,-10,429,429
data/uf20-010.cnf.dat,40,18,12,559,0.9315379999999998,,469,469,469,469,469,469,469,469,469,469,469
