data/uf20-01.cnf.dat,40,18,20,2,2,350,5.250476,,,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,18,20,2,2,561,3.498053,,2,4,5,8,10,12,14,16,18,20,22,24,26
data/uf20-011.cnf.dat,40,18,20,2,2,469,2.194109,,350,368,348,-10,521,368,368,348,350,-10,368,350,350
data/uf20-012.cnf.dat,40,18,20,2,2,510,2.277612,,561,561,521,561,521,559,561,561,561,521,561,561,561
data/uf20-013.cnf.dat,40,18,20,2,2,284,2.0328969999999997,,469,469,499,499,449,469,469,469,449,469,401,469,449
data/uf20-014.cnf.dat,40,18,20,2,2,509,2.428655,,510,510,510,451,510,510,510,501,510,510,510,510,501
data/uf20-015.cnf.dat,40,18,20,2,2,554,1.91195,,284,284,255,284,-10,284,255,-10,284,255,284,284,-10
data/uf20-016.cnf.dat,40,18,20,2,2,544,1.926082,,509,509,509,509,509,509,-10,509,-10,509,509,509,509
data/uf20-017.cnf.dat,40,18,20,2,2,561,3.8624509999999996,,554,554,277,554,277,554,554,554,554,277,554,277,554
data/uf20-018.cnf.dat,40,18,20,2,2,611,2.777568,,544,544,484,484,484,484,399,484,484,484,484,484,484
data/uf20-019.cnf.dat,40,18,20,2,2,513,2.5741199999999997,,561,580,561,561,561,561,580,488,561,580,580,488,561
data/uf20-02.cnf.dat,40,18,20,2,2,524,2.531947,,611,611,-10,611,611,611,611,611,611,611,-10,611,611
data/uf20-020.cnf.dat,40,18,20,2,2,363,3.7458349999999996,,513,513,513,513,513,513,513,513,513,513,513,513,513
data/uf20-03.cnf.dat,40,18,20,2,2,-10,23.396546,,524,524,524,524,524,524,524,524,524,524,524,524,524
data/uf20-04.cnf.dat,40,18,20,2,2,429,5.396947,,363,363,363,363,363,363,398,-10,398,363,363,398,363
data/uf20-05.cnf.dat,40,18,20,2,2,469,2.459485,,-10,-10,609,609,609,609,-10,609,609,609,-10,-10,609
data/uf20-06.cnf.dat,40,18,20,2,2,527,2.684202,,429,429,429,-10,-10,429,429,429,429,-10,-10,429,429
data/uf20-07.cnf.dat,40,18,20,2,2,590,1.660679,,469,469,-10,469,469,469,469,469,469,469,469,469,-10
data/uf20-08.cnf.dat,40,18,20,2,2,302,2.575965,,527,527,527,527,527,527,527,-10,527,-10,527,527,527
data/uf20-09.cnf.dat,40,18,20,2,2,512,10.468886000000001,,590,590,590,590,590,590,590,590,504,590,504,590,590
data/uf20-01.cnf.dat,40,18,20,2,4,368,2.432356,,302,302,302,302,302,302,302,302,-10,302,302,-10,-10
data/uf20-010.cnf.dat,40,18,20,2,4,561,2.3426519999999997,,512,-10,-10,-10,512,-10,512,-10,-10,512,-10,-10,-10
data/uf20-011.cnf.dat,40,18,20,2,4,469,1.9771949999999998,,,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,18,20,2,4,510,2.761067,,9172,8687,7791,8381,8832,9225,8551,7921,8307,8068,7413,7963,8095
data/uf20-013.cnf.dat,40,18,20,2,4,284,1.8455659999999998,,,,,,,,,,,,,,
data/uf20-014.cnf.dat,40,18,20,2,4,509,2.8806979999999998,,,,,,,,,,,,,,
data/uf20-015.cnf.dat,40,18,20,2,4,554,2.720791,,,,,,,,,,,,,,
data/uf20-016.cnf.dat,40,18,20,2,4,544,2.758752,,,,,,,,,,,,,,
data/uf20-017.cnf.dat,40,18,20,2,4,580,3.381273,,,,,,,,,,,,,,
data/uf20-018.cnf.dat,40,18,20,2,4,611,2.45786,,,,,,,,,,,,,,
data/uf20-019.cnf.dat,40,18,20,2,4,513,1.6905780000000004,,,,,,,,,,,,,,
data/uf20-02.cnf.dat,40,18,20,2,4,524,2.517965,,,,,,,,,,,,,,
data/uf20-020.cnf.dat,40,18,20,2,4,363,1.9148430000000003,,,,,,,,,,,,,,
data/uf20-03.cnf.dat,40,18,20,2,4,-10,23.997697,,,,,,,,,,,,,,
data/uf20-04.cnf.dat,40,18,20,2,4,429,2.9309469999999997,,,,,,,,,,,,,,
data/uf20-05.cnf.dat,40,18,20,2,4,469,2.583311,,,,,,,,,,,,,,
data/uf20-06.cnf.dat,40,18,20,2,4,527,20.508351,,,,,,,,,,,,,,
data/uf20-07.cnf.dat,40,18,20,2,4,590,2.403601,,,,,,,,,,,,,,
data/uf20-08.cnf.dat,40,18,20,2,4,302,1.8327390000000001,,,,,,,,,,,,,,
data/uf20-09.cnf.dat,40,18,20,2,4,-10,25.213240000000003,,,,,,,,,,,,,,
data/uf20-01.cnf.dat,40,18,20,2,6,348,4.5121009999999995,,,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,18,20,2,6,521,1.9768100000000002,,,,,,,,,,,,,,
data/uf20-011.cnf.dat,40,18,20,2,6,499,1.9280400000000002,,,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,18,20,2,6,510,2.073938,,,,,,,,,,,,,,
data/uf20-013.cnf.dat,40,18,20,2,6,255,2.6290430000000002,,,,,,,,,,,,,,
data/uf20-014.cnf.dat,40,18,20,2,6,509,1.993068,,,,,,,,,,,,,,
data/uf20-015.cnf.dat,40,18,20,2,6,277,8.778806,,,,,,,,,,,,,,
data/uf20-016.cnf.dat,40,18,20,2,6,484,4.332458,,,,,,,,,,,,,,
data/uf20-017.cnf.dat,40,18,20,2,6,561,3.712465,,,,,,,,,,,,,,
data/uf20-018.cnf.dat,40,18,20,2,6,-10,23.074198000000003,,,,,,,,,,,,,,
data/uf20-019.cnf.dat,40,18,20,2,6,513,1.9131969999999998,,,,,,,,,,,,,,
data/uf20-02.cnf.dat,40,18,20,2,6,524,2.2751719999999995,,,,,,,,,,,,,,
data/uf20-020.cnf.dat,40,18,20,2,6,363,2.2060449999999996,,,,,,,,,,,,,,
data/uf20-03.cnf.dat,40,18,20,2,6,609,9.885253,,,,,,,,,,,,,,
data/uf20-04.cnf.dat,40,18,20,2,6,429,1.8520960000000002,,,,,,,,,,,,,,
data/uf20-05.cnf.dat,40,18,20,2,6,-10,23.125224,,,,,,,,,,,,,,
data/uf20-06.cnf.dat,40,18,20,2,6,527,7.741386,,,,,,,,,,,,,,
data/uf20-07.cnf.dat,40,18,20,2,6,590,1.942838,,,,,,,,,,,,,,
data/uf20-08.cnf.dat,40,18,20,2,6,302,2.23185,,,,,,,,,,,,,,
data/uf20-09.cnf.dat,40,18,20,2,6,-10,22.700283000000002,,,,,,,,,,,,,,
data/uf20-01.cnf.dat,40,18,20,2,8,-10,22.209778,,,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,18,20,2,8,561,1.8407209999999998,,,,,,,,,,,,,,
data/uf20-011.cnf.dat,40,18,20,2,8,499,2.2582839999999997,,,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,18,20,2,8,451,1.637166,,,,,,,,,,,,,,
data/uf20-013.cnf.dat,40,18,20,2,8,284,2.4091130000000005,,,,,,,,,,,,,,
