data/uf20-01.cnf.dat,40,18,20,2,12,50,368,0.959388,,,,,,,,,,,,,,,,,,,,,
data/uf20-010.cnf.dat,40,18,20,2,12,50,559,0.518045,,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000
data/uf20-011.cnf.dat,40,18,20,2,12,50,449,1.044246,,368,348,521,350,350,350,350,350,368,350,368,368,521,368,368,350,521,368,350,368
data/uf20-012.cnf.dat,40,18,20,2,12,50,510,0.476269,,559,521,559,-10,561,561,561,561,561,561,561,559,561,561,561,561,561,561,561,561
data/uf20-013.cnf.dat,40,18,20,2,12,50,-10,5.607623,,449,449,499,449,449,401,449,449,469,499,499,499,469,499,499,469,469,469,499,499
data/uf20-014.cnf.dat,40,18,20,2,12,50,509,4.222872,,510,501,510,510,510,501,510,510,510,510,501,510,510,510,510,510,510,510,510,510
data/uf20-015.cnf.dat,40,18,20,2,12,50,554,2.065951,,-10,284,-10,284,284,284,284,284,284,284,284,284,284,255,284,284,284,284,284,284
data/uf20-016.cnf.dat,40,18,20,2,12,50,484,0.941465,,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509
data/uf20-017.cnf.dat,40,18,20,2,12,50,561,1.714959,,554,277,277,554,277,554,554,554,554,554,277,554,277,554,554,554,554,554,554,554
data/uf20-018.cnf.dat,40,18,20,2,12,50,611,1.291227,,484,399,484,484,484,399,484,484,484,484,544,484,484,484,544,544,484,484,484,484
data/uf20-019.cnf.dat,40,18,20,2,12,50,-10,5.313115,,561,561,561,561,580,580,580,561,561,561,561,580,580,561,561,580,580,580,580,561
data/uf20-02.cnf.dat,40,18,20,2,12,50,524,0.701044,,611,611,611,611,611,611,611,611,611,611,611,611,-10,611,611,611,611,611,611,611
data/uf20-020.cnf.dat,40,18,20,2,12,50,-10,5.373088,,-10,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513
data/uf20-03.cnf.dat,40,18,20,2,12,50,609,4.417956,,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524
data/uf20-04.cnf.dat,40,18,20,2,12,50,429,0.49896,,-10,363,363,363,398,363,398,363,363,398,363,363,363,363,363,363,363,363,363,363
data/uf20-05.cnf.dat,40,18,20,2,12,50,469,0.583203,,609,-10,-10,-10,609,609,609,609,609,609,609,609,609,-10,609,609,609,609,609,609
data/uf20-06.cnf.dat,40,18,20,2,12,50,-10,5.425487,,429,429,429,429,429,-10,429,429,429,429,429,429,429,429,429,429,429,429,429,429
data/uf20-07.cnf.dat,40,18,20,2,12,50,590,2.516428,,469,-10,-10,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469
data/uf20-08.cnf.dat,40,18,20,2,12,50,-10,5.861592,,-10,-10,-10,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527
data/uf20-09.cnf.dat,40,18,20,2,12,50,-10,7.131672,,590,504,504,504,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590
data/uf20-01.cnf.dat,40,18,20,2,12,100,348,3.683128,,-10,302,302,-10,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302
data/uf20-010.cnf.dat,40,18,20,2,12,100,521,0.970709,,-10,-10,-10,512,-10,512,512,-10,512,-10,512,512,512,512,512,512,512,512,512,512
data/uf20-011.cnf.dat,40,18,20,2,12,100,449,1.59151,,,,,,,,,,,,,,,,,,,,,
data/uf20-012.cnf.dat,40,18,20,2,12,100,501,1.279063,sum,7166,7055,7116,8123,8966,9149,9765,9189,9749,9274,9553,9796,9023,9131,9839,9810,9921,9768,9780,9779
