data/uf20-01.cnf.dat,0,8,320,0.730528,,,,,,,,,,,,
data/uf20-010.cnf.dat,0,8,559,1.100884,,320,521,368,521,350,350,350,350,350,368,350
data/uf20-011.cnf.dat,0,8,434,0.619999,,559,559,559,559,559,561,561,559,561,561,561
data/uf20-012.cnf.dat,0,8,501,0.881375,,434,499,449,435,469,469,499,499,499,449,449
data/uf20-013.cnf.dat,0,8,-10,2.461345,,501,501,501,501,501,510,510,510,510,413,501
data/uf20-014.cnf.dat,0,8,451,2.221252,,-10,255,255,284,284,-10,284,284,284,284,284
data/uf20-015.cnf.dat,0,8,-10,2.530165,,451,509,509,509,509,509,509,509,509,509,509
data/uf20-016.cnf.dat,0,8,-10,2.50504,,-10,554,554,554,277,277,277,554,554,554,277
data/uf20-017.cnf.dat,0,8,-10,2.569204,,-10,399,484,484,484,484,484,544,544,484,484
data/uf20-018.cnf.dat,0,8,-20,2.807353,,-10,561,580,561,488,580,488,488,561,561,580
data/uf20-019.cnf.dat,0,8,-20,2.607718,,-20,611,611,611,611,611,611,-10,-10,611,611
data/uf20-02.cnf.dat,0,8,-10,2.616497,,-20,513,513,513,513,513,513,513,513,513,513
data/uf20-020.cnf.dat,0,8,287,0.763461,,-10,524,524,524,524,524,524,524,524,524,524
data/uf20-03.cnf.dat,0,8,-10,2.6542,,287,363,363,363,398,363,363,363,363,363,363
data/uf20-04.cnf.dat,0,8,313,1.694466,,-10,609,609,-10,609,-10,-10,-10,609,609,609
data/uf20-05.cnf.dat,0,8,469,0.997531,,313,-10,429,-10,429,429,429,429,-10,-10,429
data/uf20-06.cnf.dat,0,8,-10,2.604996,,469,469,469,469,469,469,469,469,469,469,469
data/uf20-07.cnf.dat,0,8,464,1.296713,,-10,527,527,-10,527,527,527,527,-10,527,527
data/uf20-08.cnf.dat,0,8,292,2.578367,,464,590,590,590,590,590,504,590,590,590,590
data/uf20-09.cnf.dat,0,8,-10,2.484259,,292,302,302,302,302,302,-10,-10,302,-10,302
data/uf20-01.cnf.dat,10,8,521,1.393236,,-10,512,-10,-10,-10,-10,-10,-10,-10,-10,512
data/uf20-010.cnf.dat,10,8,559,1.070464,,,,,,,,,,,,
data/uf20-011.cnf.dat,10,8,499,0.769866,,3970,9368,9186,7740,8883,8038,7872,7672,7702,8359,9444
data/uf20-012.cnf.dat,10,8,501,0.920425,,,,,,,,,,,,
data/uf20-013.cnf.dat,10,8,255,1.090598,,,,,,,,,,,,
data/uf20-014.cnf.dat,10,8,509,0.754124,,,,,,,,,,,,
data/uf20-015.cnf.dat,10,8,554,1.479095,,,1.393236,1.01379,,1.554845,,,,,2.957557,7.832689
data/uf20-016.cnf.dat,10,8,399,2.30645,,,1.070464,1.051469,,1.776981,,,,,4.424523,3.329071
data/uf20-017.cnf.dat,10,8,561,4.113823,,,0.769866,1.052027,,1.547432,,,,,3.252119,3.808877
data/uf20-018.cnf.dat,10,8,611,1.37888,,,0.920425,1.185505,,2.409576,,,,,3.378191,3.896028
data/uf20-019.cnf.dat,10,8,513,1.127997,,,1.090598,9.197707,,5.08821,,,,,3.934109,4.179092
data/uf20-02.cnf.dat,10,8,524,1.159582,,,0.754124,5.623825,,1.752164,,,,,22.738248,3.432973
data/uf20-020.cnf.dat,10,8,363,2.080063,,,1.479095,1.330384,,1.89209,,,,,4.535956,4.267447
data/uf20-03.cnf.dat,10,8,609,0.98632,,,2.30645,5.079845,,1.562635,,,,,3.453043,4.479143
data/uf20-04.cnf.dat,10,8,-10,6.642376,,,4.113823,1.238917,,1.486953,,,,,3.070353,3.651716
data/uf20-05.cnf.dat,10,8,469,1.508285,,,1.37888,1.181887,,1.918636,,,,,3.878542,3.209157
data/uf20-06.cnf.dat,10,8,527,7.208456,,,1.127997,1.683423,,1.672552,,,,,5.997337,3.258006
data/uf20-07.cnf.dat,10,8,590,0.932114,,,1.159582,0.952154,,1.543805,,,,,3.213646,3.535442
data/uf20-08.cnf.dat,10,8,302,0.561898,,,2.080063,1.79268,,1.920355,,,,,2.942624,3.896512
data/uf20-09.cnf.dat,10,8,512,1.264356,,,0.98632,0.981173,,7.375171,,,,,37.835981,3.6205
data/uf20-01.cnf.dat,20,8,368,1.01379,,,6.642376,1.546745,,2.686968,,,,,39.905302,3.541756
data/uf20-010.cnf.dat,20,8,559,1.051469,,,1.508285,0.964333,,9.233989,,,,,3.373106,6.179824
data/uf20-011.cnf.dat,20,8,449,1.052027,,,7.208456,1.111591,,1.849695,,,,,2.991851,3.345238
data/uf20-012.cnf.dat,20,8,501,1.185505,,,0.932114,1.176383,,1.971898,,,,,3.629196,3.859678
data/uf20-013.cnf.dat,20,8,255,9.197707,,,0.561898,0.999639,,11.959349,,,,,38.416746,3.734425
data/uf20-014.cnf.dat,20,8,509,5.623825,,,1.264356,10.774801,,17.897856,,,,,37.825532,40.595502
data/uf20-015.cnf.dat,20,8,554,1.330384,,,,,,,,,,,,
